objid,fileid,ra,dec,u,g,r,i,z,field
1237651273512648877,587725552287744135,193.83555764,67.79539333,19.401527,18.193457,17.58791,17.276844,17.059185,392
1237651539250839593,587725818025934901,195.00908584,67.43209964,20.667673,18.635464,17.642168,17.217167,16.886789,195
1237651272975908955,587725551751004266,194.43015984,67.33072293,19.688143,18.096428,17.199282,16.713732,16.341396,394
1237651539250839600,587725818025934907,195.02130956,67.40704706,18.36503,16.323915,15.307079,14.850629,14.504817,195
1237651272975843528,587725551750938835,194.40560967,67.36012924,21.30607,18.5089,17.052176,16.524837,16.143742,393
1237651272975909023,587725551751004322,194.78513881,67.39607927,21.033426,19.143806,17.689934,17.133381,16.846905,394
1237651272976040001,587725551751135302,195.21384571,67.25866359,20.233204,18.304493,17.226471,16.801918,16.460472,396
1237651540324384899,587725819099480207,194.26287347,68.34804669,18.527067,17.375143,17.04137,16.787409,16.671591,192
1237651540324450370,587725819099545681,194.75311652,68.28128905,18.751007,17.165396,16.451883,16.040941,15.746501,193
1237651540324384888,587725819099480200,194.26454403,68.37605015,20.103476,18.043121,16.907778,16.429253,16.072325,192
1237651274049585284,587725552824680577,194.76567781,68.26005558,19.193729,17.463774,16.707924,16.347115,16.108831,393
1237651274049585305,587725552824680600,194.61197547,68.14712099,20.093994,18.560246,17.31978,16.836901,16.555458,393
1237651539787579547,587725818562674842,194.77078239,67.85894679,20.449316,18.743582,17.729994,17.325588,16.968296,193
1237651274049585286,587725552824680581,194.78982994,68.23497788,19.174353,17.516314,16.726675,16.225138,15.854716,393
1237651274049716340,587725552824811633,195.21150617,68.04933495,19.440149,18.161167,17.366526,16.940231,16.750406,395
1237651539787645081,587725818562740377,195.13247777,67.90520922,19.251255,18.207741,17.848627,17.499409,17.363651,194
1237651538180767844,587725816955863139,214.09933527,64.12760818,19.542696,18.250149,17.629808,17.222654,16.987423,251
1237651538717638779,587725817492734101,214.64319455,64.47810633,18.964655,17.6929,16.969275,16.554762,16.32671,251
1237651538717638792,587725817492734118,214.61648138,64.40957961,17.553226,16.242613,15.718899,15.422139,15.271498,251
1237651539254378702,587725818029473989,214.59143245,64.98802492,20.541573,18.409084,17.224598,16.696939,16.312262,249
1237651540327923858,587725819103019174,214.13481782,65.88124478,18.420031,17.176205,16.585772,16.237749,15.925161,246
1237650371018621237,587724649793716436,179.49894638,-2.19387295,19.365774,18.18701,17.626041,17.255537,17.077539,178
1237650371018555562,587724649793650861,179.48347081,-2.20022259,19.265854,17.786003,17.121866,16.803017,16.589413,177
1237650761853567075,587725040628662374,179.67914086,-2.39470704,18.505743,17.242598,16.710665,16.389265,16.227945,70
1237650761853501686,587725040628596846,179.65718355,-2.28637581,17.992207,16.343861,15.655236,15.350657,15.047064,69
1237650371018555489,587724649793650798,179.36740306,-2.13262308,19.904257,18.274679,17.587181,17.28322,17.090462,177
1237650371555492005,587724650330587306,179.63368489,-1.74478825,19.712456,18.405802,17.650293,17.20528,16.925598,178
1237650762390372575,587725041165467845,179.65511888,-2.06543945,19.875519,18.129557,17.204266,16.774015,16.440117,69
1237650371555557480,587725041702404200,179.69441794,-1.64998712,19.361786,18.143671,17.493412,17.099903,16.855419,179
1237650372092428359,587724650867523655,179.73348191,-1.43042454,18.211254,16.900318,16.284124,15.912771,15.666327,179
1237650762927374388,587725041702469675,179.83440445,-1.64817199,17.742538,16.415087,15.540236,14.934137,14.842288,71
1237650762927308812,587725041702404112,179.69263779,-1.46584919,17.646336,16.358383,15.757679,15.531682,15.10028,70
1237651067884667029,588007006319149145,156.76174898,63.28666742,18.863916,17.579086,16.88777,16.434219,16.208475,294
1237648721791025573,588848900472963475,233.55863499,0.35494377,19.541229,18.338621,17.750055,17.40641,17.184137,786
1237648721791090876,588848900473028789,233.59627629,0.28698382,19.335899,17.868671,17.136366,16.656542,16.373096,787
1237648705135903074,587722983910998350,233.57772687,0.62015861,19.498251,17.948732,17.258984,16.834974,16.608046,601
1237648705135968656,587722983911063983,233.74932479,0.58793365,19.135166,17.264687,16.307632,15.870503,15.526289,602
1237648721791090701,588848900473028749,233.57505507,0.29348055,18.605841,16.570913,15.549328,15.05882,14.694045,787
1237648721791222173,588848900473160023,233.96607804,0.38027193,19.893816,17.92939,16.974806,16.549965,16.191408,789
1237648705136033820,587722983911129122,233.7864801,0.49266266,20.149393,18.068172,16.889196,16.410105,16.005136,603
1237648704599228971,587722983374324257,233.93829869,0.08286675,21.001019,18.961189,17.203932,16.577866,16.260515,604
1237648721791222387,588848900473160206,233.93999052,0.22871607,19.668579,18.33596,17.88011,17.574392,17.468361,789
1237648704599229099,587722983374324000,233.93882716,0.02910114,19.361639,18.187847,17.742069,17.420807,17.355108,604
1237651252022673557,588007005774479520,130.08995054,52.17809664,19.854843,18.159964,17.345013,16.930433,16.620535,161
1237651192431640739,587725471206736027,129.90966786,52.32104541,18.132013,16.157455,15.178086,14.728697,14.388822,186
1237651192431575284,587725471206670557,129.93770319,52.17058596,19.948645,18.013924,17.468344,17.154915,17.001917,185
1237651252022608017,588007005774413959,129.90193525,52.03737015,18.655327,17.079039,16.221527,15.811387,15.500338,160
1237651271887618101,587725550662713352,129.93358751,52.9544116,17.773281,15.891792,15.026421,14.611678,14.301855,172
1237651249874600173,588007003626406071,130.66302697,50.0718964,20.303741,18.293287,17.320787,16.889143,16.556585,152
1237651190283501764,587725469058597004,130.54077319,50.02483093,20.480595,18.570858,17.289145,16.771936,16.449163,176
1237651190283501739,587725469058597020,130.52552714,50.05733689,19.930153,18.467646,17.559195,17.052544,16.770294,176
1237651249874600136,588007003626406025,130.69857656,49.94944562,20.990784,18.920698,17.776796,17.301748,16.995228,152
1237651067347796119,588007005782212755,156.88569683,62.97005322,20.415627,18.365826,17.199064,16.689001,16.320076,294
1237651067347533953,588007005782016018,155.82677079,62.69187858,18.557987,17.166615,16.492804,16.083731,15.824637,290
1237651067347599364,588007005782016049,155.92594699,62.75435663,19.172857,17.509584,16.398098,15.888526,15.550494,291
1237651066810597518,588007005245079666,156.01186269,62.27136402,18.39661,17.281454,16.844893,16.545315,16.459814,289
1237651067884732584,587725550133444719,156.88690031,63.51158282,20.001989,18.462467,17.56616,17.080996,16.698502,295
1237651271358414964,587725550133510250,157.04242737,63.59748675,20.55961,18.356293,17.272549,16.814964,16.496864,289
1237651067884798010,588007006319214707,157.02334796,63.49008866,20.457222,18.449446,17.338362,16.869495,16.523924,296
1237651066810728493,588007005245210795,156.59925794,62.37060858,21.895067,19.760389,18.608881,18.139908,17.968229,291
1237651066810794077,588007005245210816,156.72164235,62.33658492,16.383183,14.991375,14.32302,13.958392,13.698465,292
1237651066810859648,588007005245341827,157.08029138,62.5841299,18.752657,17.668724,17.38028,17.216709,17.160503,293
1237651067347796022,588007005782278186,157.06034981,62.94645204,20.03525,18.015139,17.094242,16.657738,16.384832,294
1237651067347796174,588007005782278306,157.0832046,62.998699,20.15596,18.313828,17.403215,16.989908,16.659666,294
1237651249874665630,588007003626471549,130.9433255,50.05955072,20.005936,18.519028,17.548784,17.099413,16.820656,153
1237651190820438231,587725469595533509,130.10489863,50.40376374,21.064604,18.591141,17.63059,17.084049,16.743582,177
1237651252022542562,588007005774348528,129.90655074,51.91063972,19.325329,17.881535,17.043295,16.605711,16.333893,159
1237651752926118019,587726031701213324,156.0688996,1.44336584,19.399553,17.656057,16.706604,16.189482,15.815689,205
1237651735209574640,587728307486195904,155.9244281,1.26935814,19.078388,17.926313,17.328056,16.945314,16.785418,208
1237651752926052594,587726031701147900,155.99874874,1.35275015,19.537491,17.623226,16.691408,16.286034,15.937548,204
1237651735209574593,587728307486261350,156.00993541,1.33413894,19.624249,17.804483,16.944677,16.46912,16.182318,208
1237651191357505626,587725470132600918,130.05632524,50.97646041,19.767218,18.251303,17.326582,16.886482,16.557837,180
1237651191357440133,587725470132535426,129.92765616,50.95389133,20.12141,18.360109,17.350735,16.895039,16.513227,179
1237651191357505658,587725470132600949,130.0564902,51.05447608,19.219208,18.046883,17.353909,16.935919,16.688656,180
1237651252022542522,588007005774348478,129.94153662,51.81678383,19.520571,18.044979,17.25275,16.790169,16.480198,159
1237651251485671587,588007005237477538,130.27393718,51.61003408,20.984488,18.984541,17.747717,17.275454,16.910294,159
1237651191894638737,587725470669734002,130.26130435,51.80004422,19.434448,17.842188,17.030638,16.609392,16.311544,184
1237651191894638704,587725470669734177,130.2819925,51.74551588,18.896,17.854918,17.393875,17.118687,17.007427,184
1237651540327989436,587725819103084718,214.79745347,65.82958105,18.763996,17.857817,17.666794,17.47419,17.327625,247
1237651539791052938,587725818566148206,213.98070526,65.5485049,18.303101,17.53088,17.324854,17.188286,17.116035,246
1237651539791315173,587725818566410381,215.09754466,65.35317164,20.532396,18.641562,17.648956,17.212116,16.890785,250
1237651755090116646,587726033865211993,193.90103139,3.39763133,14.212544,10.964773,35.974701,13.340345,5.515269,457
1237651737910575231,587726016685670516,194.02360028,3.64811505,18.953348,17.398502,16.703325,16.329025,16.105833,462
1237651736836767880,587726015611863177,193.86586831,2.87143496,19.793388,17.80261,16.796606,16.360838,15.995463,461
1237651736836767757,587726015611863053,193.82026646,2.8805262,21.806818,19.362524,17.903027,17.327269,17.055525,461
1237651736836767850,587726015611863141,193.80888585,2.68267322,19.411407,17.921524,17.267778,16.927988,16.636112,461
1237651754553245919,587726033328341173,193.85107172,2.98528156,17.983629,16.343742,15.557631,15.144238,14.82607,457
1237651537644224551,587725816419319842,215.11775062,63.35825543,14.709387,10.18282,8.999715,8.695637,9.805428,256
1237651537644028068,587725816419123348,214.28996598,63.49784728,18.334051,17.151741,16.637541,16.303909,16.137251,253
1237651537644028075,587725816419123356,214.31062361,63.44173526,19.830814,18.472879,17.685217,17.317041,17.023756,253
1237651539254509815,587725818029605049,214.98734984,64.80426118,19.568422,18.320509,17.499769,17.07127,16.760513,251
1237651754016702605,587726032791797912,194.59031862,2.53961495,17.873936,16.662683,16.180511,15.87898,15.728415,462
1237651754016702663,587726032791797969,194.56353915,2.51576013,19.986485,18.73658,17.601282,17.17057,16.818623,462
1237651736300224652,587726032791797900,194.57632704,2.46525659,17.977476,16.931255,16.601145,16.308336,16.20274,466
1237651735226220681,587726014001315972,194.03098464,1.58517913,19.898544,18.4011,17.535717,17.088259,16.759125,462
1237651752942829653,587726031717924957,194.20634896,1.83238308,17.558607,15.642012,14.735528,14.342875,14.003791,460
1237651752942764208,587726031717859490,194.18962942,1.70072502,19.32938,17.318796,16.303753,15.780169,15.35622,459
1237651735226220677,587726014001315970,194.02205872,1.53507606,18.428848,17.176502,16.554399,16.159897,15.943506,462
1237651735226220682,587726014001315973,194.034367,1.56420846,19.081486,17.708822,17.027592,16.669764,16.383387,462
1237651737373638684,587726016148734079,193.87220674,3.27790726,18.343048,16.651985,15.868941,15.43292,15.140848,461
1237651737373704299,587726016148799603,194.03363959,3.23455979,20.484707,18.731405,17.580273,17.12006,16.782324,462
1237651736836767952,587726015611863160,193.84189985,2.84587409,19.938944,18.573402,17.48469,16.970028,16.633348,461
1237654030867300448,587728309642395753,175.82837108,3.21049732,19.608833,18.341867,17.549803,17.129089,16.8339,173
1237651755082186824,587726033857282129,175.63143493,3.42341474,19.423735,18.21487,17.503233,17.110231,16.834522,336
1237654030867365993,587728309642461300,175.9096358,3.30601368,20.135485,18.337307,17.256159,16.769623,16.470337,174
1237651755082317991,587726033857413253,175.97969057,3.41698288,19.52795,18.261179,17.737066,17.41712,17.143024,338
1237654030867431525,587728309642526829,176.054657,3.29457816,18.468969,16.554955,15.673512,15.26871,14.966685,175
1237651252020379838,588007005772185777,124.91337113,48.06113099,17.91828,16.735176,16.150417,15.796068,15.539972,126
1237654030867431559,587728309642526860,176.10930527,3.27033757,20.711653,18.725792,17.57832,17.109257,16.751827,175
1237654030867366038,587728309642461330,175.95438299,3.22579876,18.637562,17.741627,16.80336,16.401075,16.167849,174
1237654031404236878,587728310179332165,175.93347665,3.56711579,20.785381,18.871204,17.716522,17.238575,16.953413,174
1237651755082383476,587726033857478768,176.21835924,3.50529039,19.917591,18.081299,17.196888,16.798466,16.494349,339
1237654030867366010,587728309642461314,175.92272239,3.1610518,20.105629,18.100241,16.991606,16.492311,16.120869,174
1237651755082383468,587726033857478761,176.21057519,3.38475697,20.566395,18.606291,17.451462,17.008608,16.637274,339
1237654030330364100,587728309105459406,175.67941341,2.79653721,19.849792,18.39641,17.61894,17.166815,16.896746,172
1237654031404433558,587728310179528860,176.43983833,3.62032623,19.440857,17.654291,16.650085,16.161722,15.827388,177
1237654031404433531,587728310179528842,176.40719602,3.66367583,19.129957,17.476786,16.62183,16.184004,15.884716,177
1237654030867562617,587728309642657913,176.3702262,3.10968381,19.37676,17.550577,16.613527,16.191137,15.868573,177
1237651737373704329,587726016148799629,194.07357234,3.15641919,19.274784,17.684517,16.845829,16.435646,16.150064,462
1237651754016440503,587726032791535810,194.05089452,2.58419109,19.165884,17.449112,16.646273,16.262232,15.963041,458
1237651736300159135,587726015075254447,194.44725685,2.35193313,19.397116,17.40518,16.410608,15.938225,15.555995,465
1237651753479569634,587726032254664905,194.05430346,2.14550073,20.599468,18.669897,17.762632,17.318523,16.974749,458
1237650761322922172,587725040098017335,194.02572689,-2.78245851,19.28302,17.563051,16.589771,16.144226,15.7945,165
1237650369951301744,587724648726397045,194.21972979,-2.96018116,20.26618,18.365698,17.388506,16.982765,16.640484,276
1237650760786051279,587725039561146568,194.01680067,-3.24165518,19.313339,17.906914,17.210211,16.808744,16.552006,165
1237650369414299856,587724648189395097,194.02006698,-3.36261083,18.774519,17.661179,17.300262,17.059649,16.967625,274
1237650369414234298,587724648189329586,193.858861,-3.49868258,20.114578,18.053812,16.981506,16.553452,16.177073,273
1237650369414234312,587724648189329597,193.8718261,-3.46905869,20.721651,18.670568,17.513062,17.07218,16.661089,273
1237650760249114665,587724648189329480,193.80167707,-3.51742636,18.328066,17.264832,16.885887,16.703661,17.14452,164
1237651752414740768,587726014010228942,214.33794759,1.13122243,17.828941,16.108057,15.24145,14.741483,14.353658,594
1237651752951677046,587726031726772343,214.43529307,1.42501222,18.289846,17.184429,16.727987,16.416256,16.27463,595
1237651752951742592,587726031726837795,214.60897807,1.35607726,18.167751,17.106508,16.574749,16.228704,16.005796,596
1237653664723239085,587728308558626983,152.93199516,2.07207334,18.810507,16.898363,15.935218,15.522037,15.277627,202
1237651754535420279,587726033310515487,153.12269833,2.66619496,21.049446,18.889402,17.426981,16.915331,16.552345,185
1237651753479569531,587726032254664801,194.010558,2.09061443,19.792856,18.200924,17.438427,16.970737,16.712151,458
1237651191894638784,587725470669734055,130.07657479,51.87461858,19.325104,17.350431,16.404455,15.959698,15.633739,184
1237651251485671638,588007005237477582,130.52588518,51.60101609,18.904617,17.957699,17.605291,17.316898,17.23243,159
1237651191357636824,587725470132732087,130.32992689,51.37991282,20.132038,18.280424,17.006851,16.47546,16.093142,182
1237651191357767688,587725470132862988,130.51319819,51.50659501,20.03331,18.23098,17.154751,16.66197,16.246161,184
1237651251485606139,588007005237412086,130.28578727,51.53645404,19.933712,18.542974,17.651152,17.155758,16.851753,158
1237651191357702311,587725470132797589,130.47813501,51.47951269,19.694134,17.677521,16.707428,16.230864,15.882014,183
1237651250948604054,588007004700410031,130.31536641,51.01344731,17.525587,16.357702,15.840723,15.535136,15.267214,156
1237651190820634811,587725469595730076,130.4864794,50.88960896,18.937895,17.075468,16.174931,15.784241,15.438994,180
1237651190820634755,587725469595730039,130.45486602,50.78649283,16.645159,15.310575,14.616853,14.174075,13.931421,180
1237651250411667692,588007004163473646,130.67232862,50.69589227,19.523954,17.727264,16.76038,16.296453,15.931476,155
1237651250411667690,588007004163473645,130.69972213,50.67667256,19.146296,17.87026,17.223728,16.847109,16.612116,155
1237651190820569130,587725469595664532,130.46202511,50.65724107,20.729677,18.63928,17.693657,17.252682,16.92561,179
1237651191357833243,587725470132928542,130.74635925,51.59537875,19.706291,17.154186,16.486958,15.948023,15.923022,185
1237651250948800772,588007004700606690,130.7595695,51.39269406,20.108528,18.362621,17.408295,17.024569,16.667608,159
1237651250948866220,588007004700672150,130.98449994,51.46560964,20.346159,18.262468,17.24538,16.768244,16.347181,160
1237651250948735225,588007004700541190,130.69255748,51.33285307,19.520935,18.11076,17.450203,17.126232,16.849657,158
1237651191357833412,587725470132928699,130.93609925,51.59913987,18.805502,17.790194,17.488235,17.256067,17.120861,185
1237651250948735213,588007004700541167,130.77005683,51.24769377,19.325703,17.371214,16.364143,15.913336,15.53785,158
1237651249899634907,588007003651440804,232.63371614,54.0936332,19.226517,18.030134,17.58004,17.37525,17.211399,534
1237651249899962532,588007003651768484,233.54499407,53.51864064,18.767151,17.891159,17.655289,17.398743,17.332516,539
1237651252046397709,588007005798203690,232.63146962,56.36674367,20.209814,18.132498,16.737135,16.233782,15.918386,523
1237651251509657722,588007005261463706,232.44786135,55.95052074,18.857601,17.736385,17.331123,17.01355,16.851635,525
1237651252046594247,588007005798400205,232.97235961,56.0688225,18.057312,16.206585,15.356174,14.955892,14.675352,526
1237651252046463077,588007005798269039,232.81863681,56.29710359,20.351992,18.156433,16.897329,16.415684,16.074236,524
1237651252046528664,588007005798334654,232.79519413,56.12748762,20.629774,18.649761,17.488867,17.025957,16.692776,525
1237648705672315245,587729746838946108,232.49002685,0.95974514,19.029165,17.685417,17.037262,16.651047,16.373123,594
1237648705673167061,587726014555881691,234.37240744,1.00579831,20.516636,18.461035,17.40634,16.978098,16.637539,607
1237648705673036048,587726014555750663,234.09400091,1.03360933,20.876152,18.86355,17.414507,16.881611,16.492462,605
1237651735780065594,587726014555160926,232.77503217,1.25258834,19.968954,18.16622,17.305408,16.914351,16.594742,721
1237651271888142605,587725550663237752,131.38154471,53.95909506,18.024117,15.985178,15.108088,14.692836,14.325434,180
1237651272424947776,587725551200043182,130.71219297,54.03014513,17.341671,15.57816,14.832345,14.443408,14.207936,179
1237651272424751225,587725551199846505,130.11147762,53.64212259,19.592409,17.978279,17.062843,16.603647,16.302383,176
1237651272424751161,587725551199846453,130.14040951,53.72636394,16.707376,14.97003,14.203505,13.823987,13.55544,176
1237651272424882309,587725551199977587,130.33516448,53.9387314,16.599871,15.169941,14.459469,14.090033,13.816684,178
1237651272424816748,587725551199912059,130.10736226,53.84713572,21.059834,19.061756,17.652441,17.145014,16.749664,177
1237651272424882300,587725551199977578,130.27126921,53.95735462,20.479162,18.477741,17.307722,16.808941,16.426477,178
1237648705136230820,587722983911326116,234.35121975,0.55401978,18.146145,16.888969,16.32963,16.008406,15.811693,606
1237648705136230839,587722983911391491,234.35980887,0.58406014,20.227221,18.636129,17.731888,17.286921,16.958172,606
1237648721791418732,588848900473356570,234.38004,0.23851876,20.005503,18.076469,17.078564,16.630312,16.256317,792
1237648705136165323,587722983911260493,234.12538326,0.6057821,20.454235,18.776731,17.816488,17.357058,16.951893,605
1237648705136165309,587722983911260452,234.09081412,0.57051548,19.588707,18.237581,17.452269,17.024391,16.716051,605
1237651190821093616,587725469596188826,131.65798666,51.45437122,21.105108,18.253199,17.009018,16.503429,16.181051,187
1237648721244979354,588848899926917141,212.46547089,-0.08298883,18.7855,16.944401,16.084223,15.678091,15.330935,646
1237648722318786916,588848901000724731,212.75305675,0.71977081,20.604431,18.445013,17.267942,16.790712,16.407667,647
1237648705126727950,588848901000724650,212.62799889,0.63347968,19.125242,17.599844,16.749887,16.287373,15.976604,461
1237651190821093482,587725469596188782,131.67685923,51.59878617,15.079036,14.555041,14.060706,11.037163,13.509698,187
1237651250949062856,588007004700868813,131.6455578,51.73279153,20.345791,18.399027,17.379477,16.936913,16.568193,163
1237651191358161018,587725470133256337,131.66291513,52.06257055,19.604946,17.689392,16.659283,16.19981,15.808686,190
1237651250949062911,588007004700868858,131.6650163,51.80536304,19.274208,17.378469,16.304489,15.836784,15.511719,163
1237651250411929902,588007004163735814,131.42555975,51.05953521,19.151188,17.302563,16.330524,15.861265,15.488966,159
1237651250411929873,588007004163735785,131.35388484,51.05177803,19.635038,17.79624,16.877687,16.455046,16.098194,159
1237651190283960576,587725469059055840,131.37494924,50.89786386,19.392252,18.112761,17.271204,16.835987,16.542095,183
1237651190820962421,587725469596057729,131.20819957,51.32568865,19.61298,18.313086,17.524199,17.083679,16.775068,185
1237651190283960348,587725469059055649,131.38411982,50.84151982,19.803535,17.921921,16.838287,16.367325,16.055048,183
1237651250948931772,588007004700737746,131.39886751,51.53372591,17.794428,16.022503,15.160784,14.716436,14.350606,161
1237651190820962545,587725469596057823,131.36310862,51.39791594,19.947874,18.091078,17.09066,16.678831,16.335611,185
1237651250948997261,588007004700803212,131.42139308,51.56796635,21.008768,18.558561,17.172388,16.656944,16.305382,162
1237648720695656549,588848899377594497,184.07571093,-0.60997594,19.578156,17.821775,16.837864,16.399717,16.031031,456
1237648720695591068,588848899377529020,183.94858004,-0.51822792,20.432489,18.28899,16.946562,16.411234,16.079821,455
1237648704040468683,587722982815563982,184.04789119,-0.26271597,19.511702,18.25761,17.680859,17.3995,17.161573,270
1237648704040468676,587722982815563973,184.04103222,-0.24773326,19.216114,18.168047,17.460608,17.078476,16.887232,270
1237648703503466673,587722982278561925,183.72003033,-0.68348259,19.896461,18.114597,17.075661,16.623293,16.271898,268
1237648720695459962,588848899377397896,183.58981432,-0.56144394,20.155872,18.604445,17.565674,17.109636,16.784788,453
1237648721769267282,588848900451205239,183.73253476,0.37046478,20.561497,18.803144,17.788824,17.308762,16.878067,454
1237648705114079357,587722983889174653,183.63080092,0.60124186,19.721169,18.105864,16.975752,16.516335,16.162922,268
1237648705114079418,587722983889174614,183.72584167,0.57790274,20.149908,18.231281,16.952305,16.474201,16.096939,268
1237648721769267286,588848900451205242,183.73440746,0.3971179,19.056463,16.994192,15.924732,15.471894,15.090675,454
1237648722306072757,588848900988010672,183.59340175,0.80672633,19.077847,17.759455,17.091076,16.645136,16.39654,453
1237648705114210371,587722983889305667,183.92022386,0.47100368,19.509554,18.177774,17.455191,17.048391,16.804064,270
1237648705114210386,587722983889305675,183.94829819,0.5635287,19.76243,17.942646,17.013309,16.554747,16.202494,270
1237648721769267338,588848900451205294,183.78803286,0.36909696,19.75193,17.828836,16.834391,16.395187,16.017117,454
1237648721232461908,588848899914399860,183.87770782,-0.04940864,18.513365,17.364891,16.899551,16.617058,16.414471,455
1237648721232396390,588848899914334328,183.74394074,-0.07660073,19.624516,17.784136,16.82501,16.31885,15.923278,454
1237648722842943738,588848901524881656,183.60453985,1.17172229,20.399611,18.63204,17.195835,16.685888,16.342226,453
1237648705650950252,587722984426045566,183.61803537,0.98316902,19.842901,17.74695,16.681681,16.25168,15.855324,268
1237648722306072601,588848900988010528,183.62175776,0.83011152,16.204632,14.7688,14.02692,13.61447,13.269786,453
1237648705651015857,587722984426111165,183.87390585,0.89783975,19.92824,17.977825,16.901848,16.402262,15.99404,269
1237648722306203755,588848900988141691,183.88927956,0.69568894,20.299549,18.532598,17.683939,17.22768,16.934193,455
1237648722306138331,588848900988076280,183.7417779,0.75562604,21.592007,19.068308,17.612173,17.087864,16.791636,454
1237648704577470602,587722983352565891,184.28732781,0.0567219,20.221878,18.242416,17.292305,16.876053,16.566725,272
1237648705114275980,587722983889371276,184.15921402,0.54508341,19.558706,17.916115,17.092152,16.623589,16.241686,271
1237648705114275972,587722983889371270,184.14565003,0.4445513,19.818933,18.220613,17.403687,16.962534,16.646662,271
1237648721769398362,588848900451336301,184.05156294,0.38386018,18.997044,17.793486,17.179131,16.837978,16.620802,456
1237648721232527570,588848899914465494,184.15594846,-0.0777653,20.263889,18.482639,17.581244,17.169397,16.845016,456
1237648721232527542,588848899914465480,184.14562383,-0.12504686,20.816917,18.613354,17.370396,16.835287,16.448782,456
1237648721232593089,588848899914531010,184.28627921,-0.02664727,18.76778,17.40905,16.744432,16.361832,16.112762,457
1237648704577470605,587722983352565895,184.2878979,0.07368381,19.887316,18.469776,17.758625,17.288067,17.031752,272
1237648722306269359,588848900988207307,184.11989708,0.8256706,19.211637,18.058172,17.65362,17.403345,17.327915,456
1237648722843074752,588848901525012686,183.89640636,1.18439416,21.444284,19.32559,17.632244,17.028608,16.660429,455
1237648705651081344,587722984426176639,184.03289424,1.03649524,19.53005,18.388147,17.747799,17.366871,17.118761,270
1237648722306269295,588848900988207246,184.0313238,0.65631969,19.577261,17.613472,16.682755,16.25087,15.911378,456
1237648722306465797,588848900988403718,184.4770038,0.69330012,19.029621,17.923872,17.435879,17.105688,16.884207,459
1237648722306400440,588848900988338362,184.44469271,0.64200653,19.297701,17.397284,16.466677,16.028322,15.716063,458
1237648722843074696,588848901525012632,183.92905317,1.11374314,19.582638,17.644972,16.712711,16.288404,15.953002,455
1237648721232724052,588848899914661983,184.61133619,-0.13060972,17.982243,17.043808,16.536806,16.126997,15.951772,459
1237648704577536220,587722983352631494,184.46557003,0.09728886,20.113691,18.251389,17.083176,16.608561,16.245958,273
1237648705114407134,587722983889502341,184.45596676,0.47786068,21.053997,19.007931,17.757744,17.283997,16.952267,273
1237648705114407118,587722983889502322,184.44654398,0.59752014,19.70429,17.85985,16.854841,16.339928,15.899766,273
1237648705114407158,587722983889502359,184.47250052,0.54955576,19.630825,17.654858,16.514572,16.042791,15.664243,273
1237648721232724171,588848899914662088,184.61396135,-0.00281472865,19.322586,18.28772,17.829079,17.51935,17.406885,459
1237648705114407130,587722983889502339,184.45042443,0.46338521,20.464861,18.402233,17.191395,16.722576,16.361635,273
1237648704577601678,587722983352696973,184.62739326,0.01324067,18.480335,17.328224,16.896109,16.66271,16.508242,274
1237648704577601643,587722983352696940,184.59390006,0.16745111,19.731531,17.643883,16.622431,16.180588,15.805071,274
1237648720159047869,588848898840985798,184.73402413,-1.02474365,19.12475,17.013254,15.912664,15.439285,15.066789,460
1237648720695918635,588848899377856581,184.62201908,-0.62123213,19.377192,17.693388,16.798889,16.351774,15.986614,460
1237648704040730821,587722982815826101,184.64070348,-0.41184842,19.451647,17.973909,17.177481,16.686352,16.399361,274
1237648720695918649,588848899377856600,184.64438505,-0.4295737,18.833921,17.718998,17.048811,16.61412,16.382111,460
1237648720158982413,588848898840920283,184.61979585,-0.918706,20.677929,18.573151,17.696198,17.294825,17.024658,459
1237648720158982401,588848898840920273,184.60245255,-0.92902534,19.057608,17.281929,16.325533,15.884187,15.519433,459
1237648720158982385,588848898840920261,184.5806892,-0.89360749,20.575054,18.762627,17.580574,17.121592,16.781645,459
1237648704040665298,587722982815760587,184.48735721,-0.24826876,20.689566,18.785957,17.507269,17.011175,16.61441,273
1237648721232593116,588848899914596467,184.32178028,-0.14357372,20.850323,18.848881,17.788145,17.361378,17.005232,457
1237648703503794332,587722982278889623,184.4703858,-0.65722776,16.484133,15.257483,14.630435,14.280361,13.995173,273
1237648703503794485,587722982278889769,184.47807307,-0.74473523,19.424166,18.065235,17.760906,17.584297,17.57724,273
1237651191357898839,587725470132994157,130.95194401,51.72588033,20.276573,18.630091,17.666046,17.179028,16.796724,186
1237651251485802601,588007005237608580,130.67309897,51.831374,18.334799,17.173882,16.781168,16.478504,16.357382,161
1237651251485868217,588007005237674186,130.94581003,51.97975209,19.763613,18.298233,17.448923,17.003897,16.666996,162
1237651251485802591,588007005237608573,130.70964515,51.79579777,20.339087,18.398279,17.246429,16.763229,16.444641,161
1237651251485868114,588007005237674092,130.96387002,51.99123104,16.554585,14.590444,13.702972,13.248123,12.84901,162
1237651191894835389,587725470669930690,130.69319822,52.12296938,19.970016,18.215914,17.193453,16.712055,16.373861,187
1237651250948866171,588007004700672128,131.11524355,51.36963779,19.886942,18.363302,17.417025,16.950596,16.563095,160
1237651190820700316,587725469595795603,130.69896136,50.98077145,18.988384,17.074352,16.076611,15.644455,15.269116,181
1237651250948866261,588007004700672193,131.11557343,51.44716565,18.175175,16.72019,16.03924,15.663098,15.385858,160
